Fecha,Plazo,Monto Asignado,Tasa de Rendimiento
02/09/1982,28,,53.32
07/10/1982,28,,40.18
14/10/1982,28,,35.07
21/10/1982,28,,33.43
04/11/1982,28,,37.42
11/11/1982,28,,40.54
09/12/1982,28,,45.75
16/12/1982,28,,48.44
23/12/1982,28,,51.6
30/12/1982,28,,50.62
06/01/1983,28,,52.74
13/01/1983,28,,53.5
20/01/1983,28,,55.34
03/02/1983,28,,56.92
10/02/1983,28,,56.85
17/02/1983,28,,56.99
03/03/1983,27,,59.84
17/03/1983,28,,61.04
30/03/1983,29,,62.87
14/04/1983,28,,59.69
04/05/1983,29,,60.51
19/05/1983,28,,59.87
09/06/1983,28,,59.27
16/06/1983,28,,59.08
07/07/1983,28,,59.4
28/02/1985,28,,48.26
07/03/1985,27,,49.1
14/03/1985,28,,56.41
20/03/1985,29,,58.01
28/03/1985,28,,57.64
03/04/1985,29,,63.92
11/04/1985,28,,55.53
18/04/1985,28,,56.17
25/04/1985,28,,55.47
02/05/1985,28,,56.74
09/05/1985,28,,54.97
16/05/1985,28,,53.86
23/05/1985,28,,54.3
30/05/1985,28,,60.51
06/06/1985,28,,67.53
13/06/1985,28,,62.23
20/06/1985,28,,59.29
27/06/1985,28,,58.87
04/07/1985,28,,58.87
11/07/1985,28,,64.31
18/07/1985,28,,71.16
25/07/1985,28,,67.82
01/08/1985,28,,69.65
08/08/1985,28,,72.17
15/08/1985,28,,69.96
22/08/1985,28,,68.39
29/08/1985,28,,66.4
05/09/1985,28,,66.05
12/09/1985,28,,65.72
19/09/1985,28,,64.74
26/09/1985,28,,64.87
03/10/1985,28,,61.75
10/10/1985,28,,61.75
17/10/1985,28,,61.75
24/10/1985,28,,61.75
31/10/1985,28,,62.75
07/11/1985,28,,63.54
14/11/1985,27,,63.49
21/11/1985,28,,63.54
28/11/1985,28,,65.9
05/12/1985,28,,70.15
11/12/1985,29,,72.15
19/12/1985,28,,72.15
26/12/1985,28,,72.15
02/01/1986,28,,72.15
09/01/1986,28,,72.15
16/01/1986,28,,72.15
23/01/1986,28,,72.15
30/01/1986,28,,72.15
06/02/1986,28,,72.15
13/02/1986,28,,72.15
20/02/1986,28,,72.15
27/02/1986,27,,73.5
06/03/1986,28,,74.5
13/03/1986,28,,77.5
20/03/1986,28,,77.5
26/03/1986,29,,78.5
03/04/1986,27,,79.5
10/04/1986,28,,80.5
17/04/1986,28,,80.5
24/04/1986,28,,80.5
30/04/1986,29,,80.5
08/05/1986,28,,80.5
15/05/1986,28,,80.5
22/05/1986,28,,80.5
29/05/1986,28,,80.5
05/06/1986,28,,80.5
12/06/1986,28,,85.5
19/06/1986,28,,85.5
26/06/1986,28,,87
03/07/1986,28,,88
10/07/1986,28,,89
17/07/1986,28,,91.8
24/07/1986,28,,91.27
31/07/1986,28,,90.32
07/08/1986,28,,91.28
14/08/1986,28,,93.14
21/08/1986,28,,97.42
28/08/1986,28,,98.82
04/09/1986,28,,102.21
11/09/1986,28,,101.47
18/09/1986,28,,101
25/09/1986,28,,98.87
02/10/1986,28,,101.89
09/10/1986,28,,100.02
16/10/1986,28,,98.95
23/10/1986,27,,99.96
30/10/1986,28,,97.48
06/11/1986,28,,97.33
13/11/1986,28,,94.88
19/11/1986,29,,95.57
27/11/1986,27,,94.65
04/12/1986,29,,96.86
11/12/1986,28,,99.21
18/12/1986,28,,100.67
24/12/1986,29,,100.36
02/01/1987,27,,98.61
08/01/1987,27,,96.24
15/01/1987,28,,96.47
22/01/1987,28,,96.25
29/01/1987,28,,96.14
04/02/1987,29,,97.36
12/02/1987,28,,96.45
19/02/1987,28,,96.65
26/02/1987,28,,96.36
05/03/1987,28,,95.02
12/03/1987,28,,94.65
19/03/1987,27,,95.45
26/03/1987,28,,95.09
02/04/1987,28,,94.07
09/04/1987,28,,92.98
15/04/1987,29,,92.52
23/04/1987,28,,92.26
30/04/1987,28,,93.04
07/05/1987,28,,91.8
14/05/1987,28,,91.28
21/05/1987,28,,91.53
28/05/1987,28,,91.37
04/06/1987,28,,91.34
11/06/1987,28,,91.63
18/06/1987,28,,92
25/06/1987,28,,91.6
02/07/1987,28,,91.1
09/07/1987,28,,91.02
16/07/1987,28,,91.3
23/07/1987,28,,91.34
30/07/1987,28,,91.53
06/08/1987,28,,91.01
13/08/1987,28,,90.31
20/08/1987,28,,89.76
27/08/1987,28,,89.8
03/09/1987,28,,89.76
10/09/1987,28,,89.32
17/09/1987,28,,89.99
24/09/1987,28,,90.66
01/10/1987,28,,89.68
08/10/1987,28,,88.75
15/10/1987,28,,88.73
22/10/1987,28,,89.99
29/10/1987,28,,93.34
05/11/1987,28,,94.75
12/11/1987,28,,99.81
19/11/1987,28,,106.91
26/11/1987,28,,114.3
03/12/1987,27,,114.12
10/12/1987,28,,120.3
17/12/1987,28,,124.84
24/12/1987,28,,124.32
30/12/1987,29,,126.6
07/01/1988,28,,159.21
14/01/1988,28,,159.21
21/01/1988,28,,156.98
28/01/1988,28,,152.88
04/02/1988,28,,154.81
11/02/1988,28,,153.8
18/02/1988,28,,153.79
25/02/1988,28,,151.69
03/03/1988,27,,120.27
10/03/1988,28,,103.15
17/03/1988,28,,88.61
24/03/1988,28,,91.56
30/03/1988,29,,78.83
07/04/1988,27,,67.92
14/04/1988,28,,65.27
21/04/1988,28,,61.2
28/04/1988,28,,59.6
04/05/1988,29,,59.19
12/05/1988,28,,55.8
19/05/1988,28,,51.9
26/05/1988,28,,45.57
02/06/1988,28,,42.41
09/06/1988,28,,40.29
16/06/1988,28,,40.01
23/06/1988,28,,39.75
30/06/1988,28,,39.6
07/07/1988,28,,40.31
14/07/1988,28,,40.28
21/07/1988,28,,40.41
28/07/1988,28,,40.29
04/08/1988,28,,40.6
11/08/1988,28,,40.77
18/08/1988,28,,41.23
25/08/1988,28,,42.03
31/08/1988,29,,42.07
08/09/1988,28,,41.82
15/09/1988,28,,41.8
22/09/1988,28,,41.66
29/09/1988,28,,42.06
06/10/1988,28,,43.46
13/10/1988,28,,43.46
20/10/1988,28,,45.52
27/10/1988,28,,45.61
03/11/1988,27,,45.64
10/11/1988,28,,48.38
17/11/1988,28,,51.48
24/11/1988,28,,52.28
30/11/1988,29,,52.2
08/12/1988,28,,52.2
15/12/1988,28,,52.36
22/12/1988,28,,52.34
29/12/1988,28,,52.38
05/01/1989,28,,51.55
12/01/1989,28,,51.02
19/01/1989,28,,50.29
26/01/1989,28,,50.26
02/02/1989,28,,50.37
09/02/1989,28,,48.89
16/02/1989,28,,48.92
23/02/1989,27,,48.43
02/03/1989,28,,48.72
09/03/1989,28,,47.72
16/03/1989,28,,46.97
22/03/1989,29,,47.38
30/03/1989,28,,48.14
06/04/1989,28,,49.6
13/04/1989,28,,49.42
20/04/1989,28,,50.29
27/04/1989,28,,51.04
04/05/1989,28,,50.77
11/05/1989,28,,50.97
18/05/1989,28,,51.98
25/05/1989,28,,53.61
01/06/1989,28,,56.15
08/06/1989,28,,56.35
15/06/1989,28,,56.4
22/06/1989,28,,57.05
29/06/1989,28,,57.47
06/07/1989,28,,55.57
13/07/1989,28,,51.46
20/07/1989,28,,46.48
27/07/1989,28,,34.6
03/08/1989,28,,35.77
10/08/1989,28,,35.57
17/08/1989,28,,34.96
24/08/1989,28,,34.49
31/08/1989,28,,33.03
07/09/1989,28,,33.1
14/09/1989,27,,34.32
21/09/1989,28,,34.34
28/09/1989,28,,35.62
05/10/1989,29,,37.37
11/10/1989,29,,37.82
19/10/1989,28,,38.32
26/10/1989,28,,38.16
03/11/1989,27,,38.17
09/11/1989,28,,38.22
16/11/1989,28,,38.48
23/11/1989,28,,39.45
30/11/1989,28,,40.63
07/12/1989,28,,41.26
14/12/1989,28,,41.02
21/12/1989,28,,39.71
28/12/1989,28,,40.21
04/01/1990,28,,40.77
11/01/1990,28,,40.92
18/01/1990,28,,41.19
25/01/1990,28,,42.29
01/02/1990,28,,45.97
08/02/1990,28,,45.12
15/02/1990,28,,44.86
22/02/1990,28,,44.85
01/03/1990,28,,45.45
08/03/1990,28,,46.44
15/03/1990,27,,47.3
22/03/1990,28,,47.08
29/03/1990,28,,46.95
05/04/1990,28,,46.02
11/04/1990,29,,46.01
19/04/1990,28,,43.42
26/04/1990,28,,43.1
03/05/1990,28,,42.59
10/05/1990,28,,36.58
17/05/1990,28,,36.12
24/05/1990,28,,36.26
31/05/1990,28,,33.07
07/06/1990,28,,32.43
14/06/1990,28,,32.41
21/06/1990,28,,32.41
28/06/1990,28,,32.29
05/07/1990,28,,31.71
12/07/1990,28,,30.59
19/07/1990,28,,30.3
26/07/1990,28,,30.05
02/08/1990,28,,30.33
09/08/1990,28,,30.15
16/08/1990,28,,29.34
23/08/1990,28,,29.3
30/08/1990,28,,29.5
06/09/1990,28,,29.89
13/09/1990,28,,30.1
20/09/1990,28,,30.29
27/09/1990,28,,30.3
04/10/1990,27,,30.19
11/10/1990,28,,29.84
18/10/1990,28,,29.15
25/10/1990,28,,27.82
31/10/1990,29,,26.49
08/11/1990,28,,26.85
15/11/1990,28,,23.9
22/11/1990,28,,23.9
29/11/1990,28,,24.63
06/12/1990,28,,25.5
13/12/1990,28,,26.25
20/12/1990,28,,26.12
27/12/1990,28,,26.09
03/01/1991,28,,24.3
10/01/1991,28,,23.25
17/01/1991,28,,23.5
24/01/1991,28,,23.5
31/01/1991,28,,23.63
07/02/1991,28,,23.92
14/02/1991,28,,23.7
21/02/1991,27,,22.48
28/02/1991,27,,22.48
07/03/1991,28,,22.14
14/03/1991,28,,21.74
20/03/1991,29,,22.14
27/03/1991,29,,22.14
01/04/1991,28,,21.24
11/04/1991,28,,21.24
18/04/1991,28,,20.75
25/04/1991,28,,21.24
02/05/1991,28,,21.74
09/05/1991,28,,21.13
16/05/1991,28,,19.75
23/05/1991,28,,18.5
30/05/1991,28,,17.75
06/06/1991,28,,17.34
13/06/1991,28,,17.84
20/06/1991,28,,17.51
27/06/1991,28,,18.25
04/07/1991,28,,18.63
11/07/1991,28,,18.8
18/07/1991,28,,18.45
25/07/1991,28,,18
01/08/1991,28,,17.48
08/08/1991,28,,16.78
15/08/1991,28,,16.97
22/08/1991,28,,16.59
29/08/1991,28,,15.75
05/09/1991,28,,16.6
12/09/1991,28,,17.6
19/09/1991,28,,17.25
26/09/1991,28,,18.75
03/10/1991,28,,18.1
10/10/1991,28,,18
17/10/1991,28,,17.95
24/10/1991,28,,17.4
31/10/1991,28,,17.9
07/11/1991,28,,17.25
14/11/1991,27,,16.24
21/11/1991,28,,16.5
28/11/1991,28,,16.5
05/12/1991,28,,16.11
11/12/1991,29,,16.5
19/12/1991,28,,17
26/12/1991,28,,17
02/01/1992,28,,15.19
09/01/1992,28,,14.87
16/01/1992,28,,16
23/01/1992,28,,15
30/01/1992,28,,15.5
06/02/1992,28,,15.5
13/02/1992,28,,14.75
20/02/1992,28,,14.5
27/02/1992,28,,13.5
05/03/1992,28,,12.5
12/03/1992,28,,11
19/03/1992,27,,11.6
26/03/1992,28,,12.26
02/04/1992,28,,11.6
09/04/1992,28,,12.5
15/04/1992,29,,12.8
23/04/1992,28,,12.3
30/04/1992,28,,13
07/05/1992,28,,13.25
14/05/1992,28,,13.75
21/05/1992,28,,13.9
28/05/1992,28,,13.48
04/06/1992,28,,14.51
11/06/1992,28,,14.5
18/06/1992,28,,14.59
25/06/1992,28,,16.5
02/07/1992,28,,16.5
09/07/1992,28,,16.5
16/07/1992,28,,16.2
23/07/1992,28,,15.98
30/07/1992,28,,15.96
06/08/1992,28,,15.9
13/08/1992,28,,16.94
20/08/1992,28,,16.63
27/08/1992,28,,16.5
03/09/1992,28,,17.05
10/09/1992,28,,17.05
17/09/1992,28,,17.05
24/09/1992,28,,19
01/10/1992,28,,19.25
08/10/1992,28,,19.5
15/10/1992,28,,19.7
22/10/1992,28,,19.5
29/10/1992,28,,19
05/11/1992,28,,18.8
12/11/1992,28,,18.33
19/11/1992,28,,17.95
26/11/1992,28,,17.51
03/12/1992,27,,16.97
10/12/1992,28,,16.87
17/12/1992,28,,17
24/12/1992,28,,16.78
30/12/1992,29,,16.77
07/01/1993,28,,16.7
14/01/1993,28,,16.5
21/01/1993,28,,16.58
28/01/1993,28,,17.1
04/02/1993,28,,17.61
11/02/1993,28,,17.58
18/02/1993,28,,17.78
25/02/1993,28,,17.93
04/03/1993,28,,17.99
11/03/1993,27,,17.38
18/03/1993,28,,17.29
25/03/1993,28,,17.21
01/04/1993,28,,16.66
07/04/1993,29,,16.42
15/04/1993,28,,16.39
22/04/1993,28,,16.07
29/04/1993,28,,15.32
06/05/1993,28,,14.91
13/05/1993,28,,15.07
20/05/1993,28,,15.11
27/05/1993,28,,15.06
03/06/1993,28,,15.34
10/06/1993,28,,15.58
17/06/1993,28,,15.77
24/06/1993,28,,15.3
01/07/1993,28,,14.42
08/07/1993,28,,14.13
15/07/1993,28,,13.88
22/07/1993,28,,13.46
29/07/1993,28,,13.37
05/08/1993,28,,13.66
12/08/1993,28,,13.91
19/08/1993,27,,13.62
26/08/1993,28,,13.53
02/09/1993,28,,13.71
09/09/1993,28,,13.51
15/09/1993,29,,13.42
23/09/1993,28,,13.8
30/09/1993,28,,14.11
07/10/1993,28,,13.72
14/10/1993,28,,13.29
21/10/1993,28,,12.47
28/10/1993,28,,13.04
04/11/1993,28,,13.46
11/11/1993,28,,17.23
18/11/1993,28,,13.97
25/11/1993,28,,12.84
02/12/1993,28,,13.05
09/12/1993,28,,12.49
16/12/1993,28,,11.85
23/12/1993,28,,10.85
30/12/1993,28,,10.67
06/01/1994,28,,10.78
13/01/1994,28,,10.45
20/01/1994,28,,10.36
27/01/1994,28,,10.48
03/02/1994,28,,10.12
10/02/1994,28,,9.72
17/02/1994,28,,9.15
24/02/1994,28,,8.81
03/03/1994,27,,9.01
10/03/1994,28,,9.3
17/03/1994,28,,9.39
24/03/1994,28,,9.34
30/03/1994,29,,11.63
07/04/1994,27,,14.31
14/04/1994,28,,14.58
21/04/1994,28,,18
28/04/1994,28,,16.25
04/05/1994,29,,16.49
12/05/1994,28,,16.02
19/05/1994,28,,16.41
26/05/1994,28,,16.5
02/06/1994,28,,16.24
09/06/1994,28,,16.49
16/06/1994,28,,16.33
23/06/1994,28,,16
30/06/1994,28,,15.84
07/07/1994,28,,16.5
14/07/1994,28,,17.1
21/07/1994,28,,17.66
28/07/1994,28,,17
04/08/1994,28,,15.8
11/08/1994,28,,15.15
18/08/1994,28,,13.4
25/08/1994,28,,13.49
01/09/1994,28,,14
08/09/1994,28,,14.23
15/09/1994,28,,13.98
22/09/1994,28,,13.43
29/09/1994,28,,13.15
06/10/1994,28,,13.15
13/10/1994,28,,13.33
20/10/1994,28,,13.8
27/10/1994,28,,14.1
03/11/1994,27,,13.97
10/11/1994,28,,13.49
17/11/1994,28,,13.45
24/11/1994,28,,13.95
30/11/1994,29,,13.85
08/12/1994,28,,13.3
15/12/1994,28,,13.75
22/12/1994,28,,16
29/12/1994,28,,31
05/01/1995,28,,33
12/01/1995,28,,40
19/01/1995,28,,39
26/01/1995,28,,37.01
02/02/1995,28,,32.57
09/02/1995,28,,35.2
16/02/1995,28,,40
23/02/1995,28,,59
02/03/1995,28,,49.7
09/03/1995,28,,57.99
16/03/1995,27,,82.38
23/03/1995,28,,82.65
30/03/1995,28,,75
06/04/1995,28,,74.5
12/04/1995,29,,76.5
20/04/1995,28,,76.5
27/04/1995,28,,71.5
04/05/1995,28,,69.44
11/05/1995,28,,60.98
18/05/1995,28,,58.26
25/05/1995,28,,48
01/06/1995,28,,51.99
08/06/1995,28,,52.24
15/06/1995,28,,47
22/06/1995,28,,44.25
29/06/1995,28,,40.75
06/07/1995,28,,41.5
13/07/1995,28,,42.97
20/07/1995,28,,40.7
27/07/1995,28,,38.59
03/08/1995,28,,36.09
10/08/1995,28,,35.25
17/08/1995,28,,34.8
24/08/1995,28,,34.15
31/08/1995,28,,35.4
07/09/1995,28,,33.9
14/09/1995,27,,34
21/09/1995,28,,31.97
28/09/1995,28,,33.97
05/10/1995,27,,38
11/10/1995,29,,38.96
19/10/1995,28,,41.98
26/10/1995,28,,42.23
01/11/1995,29,,43.37
09/11/1995,28,,54.24
16/11/1995,28,,59.99
23/11/1995,28,,54.74
30/11/1995,28,,53.46
07/12/1995,28,,48.26
14/12/1995,28,,50.31
21/12/1995,28,,49.09
28/12/1995,28,,46.81
04/01/1996,28,1000,44.7
11/01/1996,28,1200,40.74
18/01/1996,28,1200,41.3
25/01/1996,28,1100,37.23
01/02/1996,28,1100,36.43
08/02/1996,28,1000,36.22
15/02/1996,28,1000,39.57
22/02/1996,27,1000,40.53
29/02/1996,28,1000,40.17
07/03/1996,27,900,42.27
14/03/1996,28,900,43.03
20/03/1996,29,800,41.55
28/03/1996,28,800,38.94
03/04/1996,29,800,36.99
11/04/1996,28,800,37.43
18/04/1996,28,850,34.55
25/04/1996,28,900,31.86
02/05/1996,28,900,31.61
09/05/1996,28,900,30.6
16/05/1996,28,900,28.31
23/05/1996,28,900,26.15
30/05/1996,28,900,25.58
06/06/1996,28,900,26.28
13/06/1996,28,900,28.98
20/06/1996,28,900,27.69
27/06/1996,28,900,28.29
04/07/1996,28,900,30.19
11/07/1996,28,900,31.99
18/07/1996,28,900,32.94
25/07/1996,28,900,29.89
01/08/1996,28,900,30.22
08/08/1996,28,900,26.97
15/08/1996,28,900,26.63
22/08/1996,28,900,24.33
29/08/1996,28,900,24.38
05/09/1996,28,900,25.47
12/09/1996,28,900,26.46
19/09/1996,28,900,23.38
26/09/1996,28,900,23.28
03/10/1996,28,900,23.06
10/10/1996,28,900,22.74
17/10/1996,28,900,25.9
24/10/1996,28,900,27.7
31/10/1996,28,900,29.34
07/11/1996,28,900,29.45
14/11/1996,27,900,29.89
21/11/1996,28,900,29.85
28/11/1996,28,900,29.08
05/12/1996,28,900,27.02
11/12/1996,29,900,27.29
19/12/1996,28,900,27.37
26/12/1996,28,900,27.25
02/01/1997,28,900,25.71
09/01/1997,28,900,24.24
16/01/1997,28,900,22.98
23/01/1997,28,900,22.93
30/01/1997,28,900,21.91
06/02/1997,28,900,21.45
13/02/1997,28,900,19.69
20/02/1997,28,800,19.46
27/02/1997,27,800,18.59
06/03/1997,28,800,21.16
13/03/1997,28,800,23.17
20/03/1997,28,800,21.7
26/03/1997,29,800,20.59
03/04/1997,27,800,21.86
10/04/1997,28,800,22.33
17/04/1997,28,800,22.61
24/04/1997,28,800,20.23
30/04/1997,28,800,19.71
08/05/1997,28,800,18.37
15/05/1997,28,800,18.91
22/05/1997,28,800,18.07
29/05/1997,28,800,18.31
05/06/1997,28,800,19.3
12/06/1997,28,800,20.43
19/06/1997,28,800,20.04
26/06/1997,28,800,20.9
03/07/1997,28,800,19.95
10/07/1997,28,800,18.37
17/07/1997,28,800,19.25
24/07/1997,28,800,18.72
31/07/1997,28,800,17.7
07/08/1997,28,800,18.35
14/08/1997,28,800,18.71
21/08/1997,28,800,19.07
28/08/1997,28,800,19.58
04/09/1997,28,800,17.52
11/09/1997,28,800,18.66
18/09/1997,28,800,18.97
25/09/1997,28,800,16.91
02/10/1997,28,800,16.65
09/10/1997,28,800,16.98
16/10/1997,28,800,17.78
23/10/1997,28,800,17.26
30/10/1997,28,800,20.94
06/11/1997,28,800,18.95
13/11/1997,28,800,21.17
19/11/1997,28,800,20.35
20/11/1997,,,
27/11/1997,28,800,20.18
04/12/1997,28,800,18.22
11/12/1997,28,800,19.33
18/12/1997,28,800,18.97
24/12/1997,28,800,18.97
31/12/1997,28,800,18.75
08/01/1998,28,800,18.4
15/01/1998,28,800,18.69
22/01/1998,28,800,17.37
29/01/1998,28,800,17.33
04/02/1998,28,800,17.37
12/02/1998,28,800,18.43
19/02/1998,28,800,19.08
26/02/1998,28,800,20.06
05/03/1998,28,800,18.95
12/03/1998,28,800,19.07
19/03/1998,28,800,21.52
26/03/1998,28,800,19.85
02/04/1998,28,800,19.7
08/04/1998,28,800,19.73
16/04/1998,28,800,19.5
23/04/1998,28,800,18.15
30/04/1998,28,800,18.08
07/05/1998,28,800,17.38
14/05/1998,28,800,17.41
21/05/1998,28,800,17.69
28/05/1998,28,800,19.15
04/06/1998,28,800,19.22
11/06/1998,28,800,19.13
18/06/1998,28,800,20.16
25/06/1998,28,800,19.5
02/07/1998,28,800,20.19
09/07/1998,28,800,20.31
16/07/1998,28,800,19.92
23/07/1998,28,800,19.99
30/07/1998,28,800,20.01
06/08/1998,28,800,19.89
13/08/1998,28,800,21.49
20/08/1998,28,800,22
27/08/1998,28,800,27.16
03/09/1998,,,
10/09/1998,28,2500,36.94
17/09/1998,28,3000,47.86
24/09/1998,28,2300,37.6
01/10/1998,28,2300,34.45
08/10/1998,28,2300,36.77
15/10/1998,28,2800,36.55
22/10/1998,28,2800,33.42
29/10/1998,28,2800,33.13
05/11/1998,28,2800,32.17
12/11/1998,28,2800,32
19/11/1998,28,2800,32.03
26/11/1998,28,2800,32.29
03/12/1998,28,2800,36.23
10/12/1998,28,2800,34.94
17/12/1998,28,2800,33.99
24/12/1998,28,2800,31.92
31/12/1998,28,2800,31.2
07/01/1999,28,2800,29.29
14/01/1999,28,2500,32.71
21/01/1999,28,2500,33.41
